17000,0,1653,8692,0.7808
17000,0,1637,8721,0.7702
17000,0,1631,8715,0.7724
17000,0,1628,8691,0.7811
17000,0,1628,8706,0.7757
17000,0,1635,8685,0.7833
17000,0,1637,8694,0.7800
17000,0,1631,8687,0.7826
17000,0,1631,8691,0.7811
17000,0,1633,8660,0.7924
17000,0,1631,8688,0.7822
17000,0,1629,8684,0.7837
17000,0,1629,8688,0.7822
17000,0,1637,8701,0.7775
17000,0,1639,8704,0.7764
17000,0,1637,8687,0.7826
17000,0,1637,8704,0.7764
17000,0,1631,8693,0.7804
17000,0,1631,8707,0.7753
17000,0,1637,8685,0.7833
17000,0,1645,8691,0.7811
17000,0,1615,8694,0.7800
17000,0,1631,8689,0.7819
17000,0,1633,8683,0.7840
17000,0,1629,8686,0.7829
17000,0,1633,8679,0.7855
17000,0,1628,8683,0.7840
17000,0,1639,8666,0.7902
17000,0,1623,8704,0.7764
17000,0,1617,8661,0.7921
17000,0,1631,8684,0.7837
17000,0,1636,8682,0.7844
17000,0,1633,8692,0.7808
17000,0,1629,8679,0.7855
17000,0,1617,8691,0.7811
17000,0,1633,8684,0.7837
17000,0,1637,8624,0.8055
17000,0,1637,8686,0.7829
17000,0,1625,8706,0.7757
17000,0,1629,8693,0.7804
17000,0,1631,8702,0.7771
17000,0,1647,8713,0.7731
17000,0,1623,8728,0.7676
17000,0,1628,8701,0.7775
17000,0,1625,8681,0.7848
17000,0,1629,8683,0.7840
17000,0,1624,8706,0.7757
17000,0,1629,8692,0.7808
17000,0,1621,8683,0.7840
17000,0,1629,8698,0.7786
17000,0,1629,8679,0.7855
17000,0,1628,8705,0.7760
17000,0,1631,8690,0.7815
17000,0,1631,8683,0.7840
17000,0,1625,8700,0.7778
17000,0,1615,8688,0.7822
17000,0,1625,8692,0.7808
17000,0,1628,8686,0.7829
17000,0,1629,8651,0.7957
17000,0,1629,8676,0.7866
17000,0,1629,8697,0.7789
17000,0,1623,8701,0.7775
17000,0,1631,8665,0.7906
17000,0,1629,8697,0.7789
17000,0,1625,8687,0.7826
